slope_2_100,intercept_2_100,slope_91_100,disC_2,disC_max_2,disC_100,battery,RuL_0.88Ah,rul_80%,rul_0.88Ah,F7,F8,F9,F17,F24,F34,F38
0.4138620061296423,-0.0072697555283731,0.4478312115805314,-0.0258825169496959,1.1377001674094698,0.3127242063596344,b1c0,1850.0,1923,1861,0.0067901604375016,-0.0002717777777814,4.2178665103790244e-07,-0.0031149322013651,1.0814509370686456,-0.3445911347691428,29.344059848484846
0.4564024723388503,-1.740161779185722,0.3728073489614275,-1.8436096959908992,1.812125029732801,-0.7468930262058013,b1c11,786.0,824,787,0.0146619133389587,-0.0003638611111451,3.731105585148533e-06,-0.0100195405110533,1.0643318395496553,-0.2562515540012633,30.149010737373736
0.5067821522133247,-0.0473093413199299,0.3631801302884758,-0.0223199061084603,1.414227570243876,0.3377268430657376,b1c14,878.0,903,878,0.017193358934344,0.0004184166666671,4.1650665844147735e-06,-0.0130088404427106,1.0799213506774503,-0.1305411459755703,30.080734686868688
0.5403255007157607,-0.9806689684181494,0.3552522808912898,-1.0372983200711168,2.102923806355683,-0.2262694372822963,b1c15,717.0,748,720,0.0195559934872308,-5.894444444898284e-05,4.384987797248888e-06,-0.0123415008597565,1.071994195610324,-0.0380192092317415,29.95646217171717
0.4814346878922952,1.0843065826751297,0.3214108042569888,1.1113196685725262,1.4234653303437057,1.0121721314239651,b1c16,860.0,875,861,0.011822319095786,0.0009135555555328,3.733116127778293e-06,-0.0130348311176666,1.09178648220175,-0.2109944524741038,29.84167229292929
0.4165964507479376,0.1188329210832416,0.3981775004355412,0.121142295671145,1.14561009874284,0.3897228565475167,b1c17,855.0,882,859,0.0165140627894265,0.000476555555549,4.720702044791909e-06,-0.013309907956694,1.0803664541844031,0.0537584139416829,29.51441085858586
-0.165577677966794,-0.4940483307314723,-0.1787974083745717,-0.5535842031361347,-0.2341666940404873,-0.4494187074334707,b1c18,689.0,712,690,0.0222130986978043,0.0017132222220652,1.0143031138446287e-05,-0.0209265338592877,1.0836254376673338,0.050064117082762,29.92855173737374
0.3774212039045882,1.0280326410889924,0.377549182700839,1.0048800161708646,1.0083345888419264,0.926904918822142,b1c2,2235.0,2267,2237,0.0171619172640584,0.0001226944444301,5.074889222118286e-07,-0.0043371605511881,1.0889440892089115,-0.5416070386631731,29.63665556565657
-0.997500734152101,0.2009624994666389,-1.0169910741907917,0.1421073273256879,-1.5319858226334668,-0.6706262266757803,b1c20,532.0,553,533,0.0366444682387405,0.0046758055555518,2.057846056789903e-05,-0.0346010298129604,1.101736033574441,-0.3394531732561248,29.95786992929293
-0.4843523444592122,1.2240986655719328,-0.5117790235597179,1.2241488812625525,-1.3170209723886803,0.3661616204501119,b1c21,557.0,566,558,0.043512864720271,0.0035904999999996,2.1651374647235967e-05,-0.0326018579585554,1.1030364900710048,-0.4079795818420351,30.24646564646465
0.2089226276600047,0.8237911706065434,0.3890505856895494,0.8994783308593547,-0.4181857547466688,0.7030391347075621,b1c23,1012.0,1028,1013,0.0147263792973274,0.0011607777777751,4.356513000569305e-06,-0.0143070586200612,1.0858078229111596,-0.0625727618567353,29.8088565959596
0.2641857485542326,0.4011873421660158,0.2911860064936279,0.4417904707650944,0.0976423251174072,0.459920294149133,b1c25,852.0,871,853,0.0182816116979541,0.0006763055555598,4.802410063324309e-06,-0.0138763541864356,1.0833751533058085,0.0121614247764298,30.58012627272727
0.1477605086226344,1.737792574255915,0.2960186318238578,1.8096587244840097,-0.4391906703081714,1.21525713077407,b1c26,868.0,878,870,0.0230924676203012,0.0014650555555455,7.95126185009533e-06,-0.0191064831799238,1.0951982615198683,0.0943337540095612,30.38767554545454
0.2003930402027351,0.6384398823917087,0.2915685716816265,0.7231955497094815,-0.5563926478545651,0.5708526152239393,b1c28,858.0,878,859,0.0208090537904486,0.0013728055555457,6.983051616021706e-06,-0.018048827520049,1.0848608745762467,0.1086698668161147,30.629566909090908
0.2198121099223024,0.8515685041740748,0.286280566199533,0.9136955075581552,-0.2773607226159157,0.7127169970030268,b1c29,915.0,933,916,0.0195860449542029,0.0012720833333297,7.038821119239348e-06,-0.0179204802972904,1.0879584702235574,-0.051666467357581,30.43287323232323
0.1207501123155627,0.9154902669957604,0.204717568973682,0.9642700575156468,-0.4301396080428674,0.677586933671506,b1c30,707.0,718,707,0.0267394317907281,0.001204972222224,8.46810892711131e-06,-0.0191622540103748,1.0888957144388716,0.145626752207832,30.65148055555555
0.0413546229867279,2.4988672053087595,0.2383260606849367,2.5800596496756154,-0.5967522886671682,1.6129468136942156,b1c31,874.0,878,875,0.0207536407809516,0.0016006388888918,8.018771467632663e-06,-0.0197550863465305,1.1031224189654891,-0.2063145797359062,30.010210727272725
0.1540510518493845,0.6642591332471128,0.2503141896022025,0.7310207540549513,-0.5171851848059847,0.5497063768547376,b1c32,729.0,747,730,0.0285500429104449,0.0016968333333355,1.063783604690386e-05,-0.0221173111757512,1.0860181325431286,0.0775664425599238,30.3776167979798
0.2924612962260525,-0.0844456892014257,0.3298589527127334,-0.0325223152468824,0.0798971160066536,0.1864360142214688,b1c35,701.0,721,702,0.0236121463065879,0.0015889166666553,8.146047125035627e-06,-0.0194485384197753,1.078655551404642,0.094723147549292,29.81474618181818
0.2028753312513922,0.6986310633530154,0.2248791638773412,0.7506092794100062,-0.2635211013756444,0.6020437756596826,b1c36,702.0,721,705,0.0210681302753733,0.0019502777778033,1.03017024738612e-05,-0.0225660050489954,1.086645684572926,0.0147784594258553,30.27905603030303
0.1781073070339243,0.3643344008799348,0.1992473027987502,0.4095529299059967,-0.2971085566201348,0.3729641572297264,b1c37,646.0,665,649,0.0281951900352138,0.0013636388889075,1.0313426792191375e-05,-0.0211287146216922,1.0841859875712532,0.0463000649948917,30.24633104040404
0.1827812821186434,0.1232043398105528,0.3633607669770656,0.1876687981700362,-0.4380729911614417,0.2498346262290194,b1c38,615.0,632,616,0.0355845710032413,0.002536194444449,1.740259763004771e-05,-0.028851490536361,1.0833146243886538,0.2345537911939104,30.442174585858588
0.2383840288942254,1.1494757995130542,0.2971833179920699,1.189591552382948,0.0394430516731612,0.9080182473151588,b1c39,623.0,634,624,0.0267721038892584,0.0021888888888828,1.459074569756995e-05,-0.0257871769739732,1.0908466021024417,0.2060396924844809,30.33902212121212
0.4104346630042593,0.7465348734380242,0.35488655262971,0.7865219980428929,0.7758568444180348,0.7687091195519281,b1c4,1707.0,1745,1708,0.012137225953662,0.0001642222222457,1.159780271103142e-06,-0.0064392882864809,1.087454096136171,-0.3742452137419541,29.48623257575758
0.1953117031869691,1.3125194520012429,0.2541177085653236,1.354656816033924,-0.1031425755771389,0.9740560588495756,b1c40,964.0,978,966,0.0281716420818404,0.0010522500000043,3.780118672514388e-06,-0.0129062788105596,1.0930801854985823,0.0597968961188399,30.27876091919192
0.2667372096812663,0.8334710998826776,0.3181659302663057,0.882841306689996,0.0067932047728643,0.7350560307408046,b1c41,1049.0,1069,1051,0.0195799906812517,0.0009143333333394,3.874874190721001e-06,-0.0131650166082734,1.0878345943326435,-0.089292449542583,30.24054424242424
0.2866986878497465,0.9289795294507988,0.3010491918187273,0.9846746253720616,0.0280212215334934,0.8060081296776828,b1c42,700.0,717,702,0.0298723601897146,0.0020338333333373,9.98542121678416e-06,-0.0218413398448196,1.0887587006419157,0.1721609474797247,30.35422455555556
0.0574851444030295,-0.370438601512763,0.2183247760490194,-0.3155808036761633,-0.6870180405290427,-0.155856242793898,b1c43,649.0,671,650,0.0182447668242855,0.0012584444444581,1.019034442790506e-05,-0.0205595674740262,1.077028045318437,0.0093281539016736,30.253522222222227
-0.0224791718358813,1.436360011614546,0.2093620367397473,1.4994133594592771,-0.669327503786483,0.9078593057734612,b1c44,614.0,625,615,0.0230230657439863,0.0035174166666713,1.7629610419049085e-05,-0.0305062462013147,1.09365635262808,0.1594085947348418,29.953469272727272
0.1538824655033307,1.3627646797918576,0.2525899807804333,1.4159484110511602,-0.3284109613558705,0.9792351758242812,b1c45,597.0,609,599,0.0320255570020501,0.003612361111104,1.7653314842357428e-05,-0.0301001911555747,1.09283790030514,0.0936010115347869,29.914687656565658
0.2104584108405444,0.6553047036328709,0.0584582510941193,0.5899082668111134,0.9139488750721732,0.5376299965604653,b1c6,634.0,644,634,0.0188203350950474,0.0009791388888817,8.145657618644733e-06,-0.0171310723448248,1.0911651523942734,-0.2410025785182021,29.74675023232324
0.1868935404419088,2.4009038979180866,0.2126787318011062,2.4956548326813985,-0.3756984495309511,1.6378000259712686,b1c7,868.0,874,870,0.0218820162626588,0.0016233333332955,7.08822139288933e-06,-0.0170204983096602,1.1037557140947334,-0.1777663516133181,29.5793531919192
0.4166910176317135,1.2623415857885405,0.3784556154198907,1.2961721810090523,0.9057761082853272,1.098607536914253,b1c9,1052.0,1066,1053,0.0150582165012705,0.000594805555556,5.010708592922702e-06,-0.013130129168594,1.0913604695252963,-0.0167169700273888,30.27654416161616
