slope_2_100,intercept_2_100,slope_91_100,disC_2,disC_max_2,disC_100,battery,RuL_0.88Ah
0.9851701150483728,0.525046862728523,0.9999999999999999,0.5345314320954664,0.6002774834513794,0.8461656099264143,b1c0,1850.0
0.9894240311032365,0.1966360391980082,0.9923773737007352,0.20985236680172292,0.7287620311434336,0.7231495769790008,b1c11,786.0
0.994461844464354,0.5174587192296123,0.9913992223808307,0.5351677790518607,0.6529586645028035,0.8490682856155995,b1c14,878.0
0.9978160763626758,0.34057210448340314,0.9905937315516207,0.35387421281242837,0.7841620488045279,0.783591259692253,b1c15,717.0
0.9919271758292,0.731918081062851,0.9871553464726194,0.7376563822544391,0.654718548360029,0.9273678651845643,b1c16,860.0
0.9854435511175897,0.5489453418663146,0.9949550493507445,0.5607927320788342,0.601784402911825,0.855104751530865,b1c17,855.0
0.9272279250666973,0.4327945177601009,0.9363328462226443,0.44027433334024124,0.3389233978681413,0.757684793540653,b1c18,689.0
0.9612277378165619,0.8070849037019308,0.9754149262702635,0.8130844868435432,0.33782567972553573,0.9326302602433945,b1c19,786.0
0.9778455087268069,0.64100183092404,0.9932752721364547,0.6317483121190115,0.6463929062008787,0.8840634923403616,b1c1,2158.0
0.8440381728031938,0.5645102138288394,0.8511701145546426,0.5645374672403776,0.09167613128765456,0.7320037545399529,b1c20,532.0
0.8953514368070927,0.7584109221864956,0.9025010182085585,0.7578097274519031,0.1326290425700832,0.8523694149329284,b1c21,557.0
0.9646768062054839,0.6825462333932713,0.9940277302559233,0.6998176744921629,0.3038659628558845,0.8914791369339614,b1c23,1012.0
0.9723335220894901,0.5835590662726524,0.9892245117439437,0.6044930910813235,0.37524215519468135,0.8588380588118874,b1c24,1015.0
0.9702029486802212,0.6024560319089431,0.9840844256978433,0.6180663158036275,0.4021362687575414,0.8632543078342447,b1c25,852.0
0.9585607820217564,0.8557641544077725,0.9845754334339248,0.8623924122515554,0.2998643205292178,0.9509449741663545,b1c26,868.0
0.9609814443010313,0.6782369172218203,0.9861979764775131,0.6929321741418946,0.3192801467820408,0.8857085135720233,b1c27,840.0
0.9638238736389388,0.6474191923693304,0.9841232953502634,0.6683303703075438,0.2775361948699901,0.8761329716053439,b1c28,858.0
0.965765721009495,0.6878104834837906,0.9835860197655191,0.7023571202873882,0.33069451199137634,0.8926026862595187,b1c29,915.0
