slope_2_100,intercept_2_100,slope_91_100,disC_2,disC_max_2,disC_100,battery,RuL_0.88Ah
1.7471895377707547e-05,1.0749826705767327,-1.0381581075854237e-05,1.072305556184159,0.004282550180483291,1.0757838900781915,b1c0,1850.0
2.228393288283585e-05,1.0588966763955772,-2.161767130423025e-05,1.0556486800403084,0.005199195462169071,1.0598773661922354,b1c11,786.0
2.7982716433070036e-05,1.0746109933254868,-2.3059509859074896e-05,1.0723382024295447,0.004658392699384173,1.0761592190420426,b1c14,878.0
3.177702959944462e-05,1.0659468542299997,-2.424683917049687e-05,1.0630373733915064,0.005594434934203196,1.0676927464052903,b1c15,717.0
2.511549470651797e-05,1.0851154950025554,-2.9315171720301637e-05,1.082726391705115,0.004670948211023651,1.0862837052804053,b1c16,860.0
1.778120675182891e-05,1.0761532495248205,-1.7818062738113567e-05,1.0736528288233842,0.004293300972217473,1.0769397611142209,b1c17,855.0
-4.807241431836751e-05,1.0704640293565475,-0.00010422979773252923,1.0674699231314888,0.002417975850709686,1.0643429243311442,b1c18,689.0
-9.611764881567453e-06,1.0887972648619946,-4.662107332608341e-05,1.086596048637783,0.0024101444174819964,1.0869641565248085,b1c19,786.0
9.186287510722017e-06,1.0806622974648394,-2.029412907041575e-05,1.0772930336742113,0.0046115507135091605,1.080684255968728,b1c1,2158.0
-0.0001421768119537216,1.076915637430091,-0.00022976345234825566,1.073844943426526,0.000654043577204666,1.0610222509969989,b1c20,532.0
-8.413115526639814e-05,1.086413149213753,-0.00015409941710424604,1.083760310459731,0.0009462132861124406,1.0765860698441585,b1c21,557.0
-5.710172506168121e-06,1.0826971969519983,-1.9184972332109144e-05,1.0807851680907457,0.0021678661451518533,1.0816431320195292,b1c23,1012.0
2.9511182961794447e-06,1.0778486752827257,-2.6265130071498077e-05,1.075894770313168,0.0026770841881562646,1.077422494462195,b1c24,1015.0
5.410098171676481e-07,1.0787742735197114,-3.3841845540439805e-05,1.076591111861606,0.0028689544382785037,1.0779935352353152,b1c25,852.0
-1.262863008144599e-05,1.091181638602114,-3.311807829686188e-05,1.0891256727935272,0.0021393172914287995,1.08933233104239,b1c26,868.0
-9.890372550058757e-06,1.0824861209767502,-3.0726377678016225e-05,1.080431924106816,0.002277835314369092,1.080896964579853,b1c27,840.0
-6.675011362089478e-06,1.0809766282708633,-3.378454994380529e-05,1.0791697879139164,0.0019800220967765014,1.0796588041273931,b1c28,858.0
-4.478390118078934e-06,1.0829550468468765,-3.4576518054359755e-05,1.0809154482307566,0.0023592686400142338,1.081788411978213,b1c29,915.0
